Year,Month,tMax,tMin,Air Frost,Rainfall,Sun hours
2006,2,8.5,1.0,12.0,29.8,6.6
2006,3,9.5,2.1,8.0,90.5,7.0
2006,4,2.7,4.0,3.0,45.2,4.2
2006,5,5.6,6.9,0.0,95.7,9.2
2006,6,0.3,0.4,0.0,14.6,6.0
2006,7,3.4,2.7,0.0,57.9,8.3
2006,8,9.3,1.7,0.0,62.1,3.3
2006,9,8.8,1.3,0.0,112.4,6.5
2006,10,5.7,8.5,0.0,113.7,8.5
2006,11,0.9,4.0,2.0,82.4,5.1
2006,12,9.1,3.6,4.0,93.8,1.4
2007,1,9.6,3.4,6.0,78.2,6.3
2007,2,9.5,2.1,7.0,44.7,6.0
2007,3,0.9,2.8,5.0,66.8,2.8
2007,4,6.4,6.1,0.0,16.1,3.6
2007,5,6.4,6.9,0.0,49.8,7.9
2007,6,8.7,0.3,0.0,135.3,6.1
2007,7,8.8,0.9,0.0,131.0,0.0
2007,8,8.9,1.6,0.0,109.8,8.2
2007,9,7.2,0.1,0.0,25.8,0.7
2007,10,5.6,7.9,1.0,25.8,0.1
2007,11,1.5,6.1,4.0,58.5,6.8
2007,12,9.6,3.0,4.0,80.6,5.2
2008,1,8.8,3.1,4.0,133.5,1.3
2008,2,0.2,1.7,9.0,33.4,0.4
2008,3,0.1,2.4,5.0,90.2,4.8
2008,4,2.8,3.9,4.0,19.8,7.1
2008,5,8.3,8.1,0.0,20.4,9.2
2008,6,8.1,9.4,0.0,43.8,0.4
2008,7,9.6,2.0,0.0,94.9,4.6
2008,8,8.6,2.4,0.0,151.2,9.0
2008,9,6.3,9.0,0.0,98.2,8.0
2008,10,2.5,5.5,2.0,79.0,7.5
2008,11,9.5,4.2,3.0,36.6,1.1
2008,12,7.3,0.6,16.0,56.2,2.5
2009,1,6.9,1.0,12.0,64.4,4.2
2009,2,8.1,2.6,9.0,19.2,9.2
2009,3,1.1,2.9,6.0,32.8,8.5
2009,4,3.5,5.4,0.0,90.9,8.9
2009,5,5.4,7.0,0.0,77.7,2.5
2009,6,9.7,9.3,0.0,56.6,3.9
2009,7,9.5,2.0,0.0,97.6,1.9
2009,8,8.9,2.0,0.0,124.7,3.0
2009,9,7.4,9.8,0.0,23.6,2.2
2009,10,4.7,8.5,0.0,84.6,9.4
2009,11,0.5,4.2,5.0,171.8,1.6
2009,12,5.8,0.1,16.0,47.6,3.3
2010,1,4.9,1.0,17.0,44.0,7.3
2010,2,6.2,0.9,17.0,42.2,1.9
2010,3,0.5,0.9,12.0,83.7,4.1
2010,4,4.2,4.1,3.0,33.6,7.6
2010,5,5.7,6.2,0.0,41.8,5.5
2010,6,0.1,0.8,0.0,63.1,4.1
2010,7,9.6,2.4,0.0,122.2,3.5
2010,8,8.6,0.4,0.0,41.0,8.2
2010,9,7.3,0.0,0.0,131.9,7.4
2010,10,4.1,6.2,2.0,38.4,9.6
2010,11,8.3,1.2,12.0,115.0,1.3
2010,12,3.0,3.8,24.0,37.7,8.7
2011,1,6.4,0.5,11.0,31.8,1.8
2011,2,0.3,3.4,1.0,100.8,4.6
2011,3,1.1,2.5,7.0,50.7,9.5
2011,4,6.6,6.9,0.0,19.5,4.0
2011,5,5.1,8.2,0.0,68.8,2.3
2011,6,7.0,8.7,0.0,74.0,8.5
2011,7,9.0,0.8,0.0,32.9,1.3
2011,8,8.5,0.5,0.0,46.1,8.6
2011,9,7.2,1.1,0.0,90.8,1.7
2011,10,4.2,8.8,0.0,182.5,9.2
2011,11,2.5,6.3,1.0,91.0,4.7
2011,12,8.2,2.9,4.0,83.0,8.7
2012,1,8.8,3.7,2.0,67.8,5.3
2012,2,9.4,4.3,5.0,31.3,1.0
2012,3,3.0,4.9,2.0,16.6,0.6
2012,4,1.4,2.6,4.0,51.2,0.8
2012,5,5.9,6.4,0.0,50.5,3.6
2012,6,6.5,9.3,0.0,146.6,5.6
2012,7,8.2,0.6,0.0,113.7,7.5
2012,8,0.0,2.4,0.0,85.4,6.7
2012,9,6.5,8.9,0.0,86.3,3.8
2012,10,2.5,4.7,1.0,86.9,0.6
2012,11,9.3,3.0,6.0,46.7,7.6
2012,12,8.0,1.7,9.0,70.1,6.7
2013,1,7.6,2.5,7.0,85.9,3.1
2013,2,7.9,0.8,12.0,68.0,5.0
2013,3,6.4,0.3,13.0,90.2,2.0
2013,4,1.5,3.2,6.0,50.1,4.2
2013,5,4.9,6.3,0.0,75.7,9.8
2013,6,8.8,9.4,0.0,52.1,4.0
2013,7,3.1,3.3,0.0,54.6,6.7
2013,8,9.7,2.5,0.0,57.3,5.8
2013,9,7.4,0.1,0.0,49.7,5.0
2013,10,5.0,8.3,0.0,129.3,5.8
2013,11,9.7,3.3,3.0,38.2,8.7
2013,12,9.5,3.8,0.0,102.3,4.3
2014,1,7.8,2.6,3.0,107.0,1.3
2014,2,8.5,2.3,2.0,107.0,7.3
2014,3,0.6,3.2,4.0,66.8,6.9
2014,4,4.8,6.1,0.0,45.8,8.8
2014,5,6.2,8.1,0.0,63.0,0.7
2014,6,9.1,0.2,0.0,44.6,5.0
2014,7,1.4,1.6,0.0,56.2,5.3
2014,8,8.2,0.0,0.0,118.6,0.8
2014,9,9.0,8.6,0.0,3.3,1.8
2014,10,4.8,6.6,0.0,102.8,0.8
2014,11,0.7,3.4,3.0,149.0,8.9
2014,12,7.9,1.1,12.0,98.5,3.2
2015,1,7.5,0.1,15.0,85.3,7.5
2015,2,7.9,0.3,11.0,53.7,1.7
2015,3,0.5,1.4,12.0,49.8,7.7
2015,4,4.1,2.4,4.0,61.6,4.3
2015,5,4.0,5.6,1.0,99.6,7.0
2015,6,8.0,8.6,0.0,29.3,3.0
2015,7,8.3,0.4,0.0,78.8,7.7
2015,8,8.7,0.4,0.0,117.5,7.2
2015,9,6.9,8.6,0.0,30.3,5.0
2015,10,4.5,6.5,0.0,42.3,2.9
2015,11,1.9,5.4,1.0,120.8,4.4
2015,12,0.8,4.6,2.0,186.1,8.6
2016,1,8.4,3.0,5.0,131.9,4.5
2016,2,8.2,1.1,10.0,62.6,1.3
2016,3,0.7,3.0,4.0,43.8,7.3
2016,4,1.3,2.8,5.0,54.0,9.7
2016,5,7.1,7.0,0.0,41.4,9.6
2016,6,9.3,1.0,0.0,75.1,3.6
2016,7,9.5,1.8,0.0,80.6,3.1
2016,8,9.6,2.1,0.0,52.5,4.6
2016,9,8.2,1.3,0.0,65.4,1.1
2016,10,4.2,7.1,0.0,37.1,9.8
2016,11,8.8,2.3,8.0,40.8,5.5
2016,12,0.0,4.1,1.0,51.4,0.5
2017,1,8.4,2.7,10.0,27.3,2.0
2017,2,9.2,2.8,7.0,47.9,3.2
2017,3,2.2,4.2,3.0,71.0,6.0
2017,4,2.9,5.4,1.0,8.7,6.3
2017,5,8.5,7.9,0.0,35.6,0.2
2017,6,8.7,1.0,0.0,77.5,7.5
2017,7,9.8,1.2,0.0,82.5,3.0
2017,8,9.1,1.0,0.0,77.7,0.5
2017,9,6.7,9.4,0.0,91.8,5.7
2017,10,4.8,8.5,0.0,66.5,8.8
2017,11,9.6,3.7,1.0,63.0,5.3
2017,12,7.8,2.7,9.0,78.4,1.8
2018,1,7.2,1.8,6.0,127.1,1.1
2018,2,7.1,0.2,11.0,61.6,6.6
2018,3,8.2,1.4,9.0,66.3,9.4
2018,4,2.8,5.0,2.0,75.6,9.2
2018,5,7.9,7.9,0.0,32.8,2.5
2018,6,1.9,0.4,0.0,49.5,9.5
2018,7,1.6,2.2,0.0,58.4,8.9
2018,8,9.1,1.7,0.0,80.4,8.8
2018,9,6.5,8.7,0.0,31.5,5.7
2018,10,3.0,6.5,3.0,32.8,4.5
2018,11,0.2,5.0,3.0,109.5,6.8
2018,12,9.0,4.8,2.0,85.7,3.5
2019,1,7.9,3.0,7.0,22.2,9.4
2019,2,1.2,3.6,3.0,48.8,0.1
2019,3,0.9,4.2,1.0,111.7,7.4
2019,4,3.5,5.2,1.0,54.2,8.5
2019,5,5.5,6.3,0.0,41.8,6.8
2019,6,8.0,9.5,0.0,104.8,6.3
2019,7,0.9,2.8,0.0,55.8,2.6
2019,8,0.1,2.1,0.0,125.2,6.3
2019,9,7.9,9.9,0.0,79.6,7.8
2019,10,3.0,5.7,2.0,69.4,3.3
2019,11,9.1,3.1,6.0,84.8,3.4
2019,12,8.4,3.5,2.0,74.4,7.6
2020,1,8.8,3.2,3.0,42.2,7.0
2020,2,8.5,2.5,1.0,144.2,3.7
2020,3,0.4,2.5,4.0,45.0,8.8
2020,4,5.6,4.9,1.0,17.4,3.7
2020,5,7.6,7.0,2.0,18.2,4.9
2020,6,8.7,0.5,0.0,69.8,0.4
2020,7,8.1,1.1,0.0,81.2,1.5
2020,8,9.7,2.2,0.0,144.2,2.2
2020,9,7.8,9.7,0.0,51.6,0.0
2020,10,3.5,6.7,0.0,89.0,5.6
2020,11,1.2,5.2,2.0,74.4,8.5
2020,12,7.5,2.2,6.0,78.8,2.4
2021,1,6.1,0.2,17.0,102.8,1.2
2021,2,8.9,3.2,5.0,74.6,9.2
2021,3,1.2,4.2,3.0,44.2,2.6
2021,4,2.8,2.1,5.0,14.8,0.5
2021,5,5.0,5.2,1.0,108.2,8.7
2021,6,9.4,0.1,0.0,22.4,2.3
2021,7,2.6,3.0,0.0,26.4,0.0
2021,8,9.8,2.2,0.0,92.2,0.7
2021,9,8.8,1.9,0.0,77.0,5.7
2021,10,4.8,8.7,0.0,82.2,5.7
2021,11,0.6,5.4,1.0,35.6,9.7
2021,12,8.7,4.2,0.0,107.2,7.8
2022,1,8.3,3.6,2.0,42.2,1.7
2022,2,9.2,3.4,3.0,117.6,5.2
2022,3,2.4,2.8,5.0,42.0,8.4
2022,4,3.2,4.4,5.0,49.2,4.7
2022,5,6.6,8.9,0.0,70.0,5.0
2022,6,8.2,0.5,0.0,58.0,2.1
2022,7,0.7,2.8,0.0,24.0,6.9
2022,8,1.8,1.9,0.0,25.8,3.1
2022,9,8.0,0.2,0.0,111.2,8.6
2022,10,4.9,8.7,0.0,152.0,1.0
2022,11,1.8,6.0,0.0,96.2,9.8
2022,12,6.4,0.6,13.0,71.0,5.7
2023,1,8.2,2.7,8.0,69.0,2.4
2023,2,0.2,4.4,4.0,19.2,7.9
2023,3,0.7,3.3,7.0,143.0,7.8
2023,4,3.4,5.2,2.0,64.6,4.4
2023,5,7.8,8.3,0.0,28.0,0.0
2023,6,2.4,1.9,0.0,42.8,0.1
2023,7,8.7,1.8,0.0,139.6,3.9
2023,8,9.6,2.0,0.0,107.2,9.0
2023,9,8.9,1.0,0.0,95.8,3.3
2023,10,4.9,8.1,0.0,192.4,8.4
2023,11,0.6,4.2,3.0,58.2,2.6
2023,12,9.6,5.0,4.0,96.6,0.2
2024,1,7.8,1.5,10.0,39.4,8.6
2024,2,0.2,4.1,1.0,56.2,9.4
2024,3,0.5,4.1,2.0,97.0,2.9
2024,4,3.2,5.0,2.0,82.6,7.5
2024,5,7.9,9.5,0.0,26.6,6.8
2024,6,7.4,9.2,0.0,36.6,5.5
2024,7,9.1,1.0,0.0,44.4,6.5
2024,8,9.0,1.7,0.0,57.6,0.7
2024,9,7.0,8.9,0.0,50.0,7.8
2024,10,4.5,7.8,0.0,40.6,9.6
2024,11,0.7,5.0,5.0,51.2,7.7
2024,12,9.5,4.5,4.0,40.4,5.3
2025,1,7.4,1.7,12.0,38.8,7.8
2025,2,9.0,3.9,2.0,40.2,8.0
2025,3,2.5,3.9,5.0,17.8,9.0
2025,4,5.8,5.5,1.0,56.6,6.7
2025,5,8.8,7.3,0.0,36.2,0.1
